Province,Police Station,Crime,Year,Incidents
NC,Delportshoop,Public violence,2011,0
NC,Delportshoop,Public violence,2012,1
NC,Delportshoop,Public violence,2013,0
NC,Delportshoop,Public violence,2014,0
NC,Delportshoop,Robbery at non-residential premises,2005,0
NC,Delportshoop,Robbery at non-residential premises,2006,2
NC,Delportshoop,Robbery at non-residential premises,2007,0
NC,Delportshoop,Robbery at non-residential premises,2008,0
NC,Delportshoop,Robbery at non-residential premises,2009,5
NC,Delportshoop,Robbery at non-residential premises,2010,3
NC,Delportshoop,Robbery at non-residential premises,2011,2
NC,Delportshoop,Robbery at non-residential premises,2012,4
NC,Delportshoop,Robbery at non-residential premises,2013,4
NC,Delportshoop,Robbery at non-residential premises,2014,11
NC,Delportshoop,Robbery at residential premises,2005,0
NC,Delportshoop,Robbery at residential premises,2006,0
NC,Delportshoop,Robbery at residential premises,2007,0
NC,Delportshoop,Robbery at residential premises,2008,2
NC,Delportshoop,Robbery at residential premises,2009,0
NC,Delportshoop,Robbery at residential premises,2010,0
NC,Delportshoop,Robbery at residential premises,2011,0
NC,Delportshoop,Robbery at residential premises,2012,0
NC,Delportshoop,Robbery at residential premises,2013,0
NC,Delportshoop,Robbery at residential premises,2014,0
NC,Delportshoop,Robbery with aggravating circumstances,2005,3
NC,Delportshoop,Robbery with aggravating circumstances,2006,4
NC,Delportshoop,Robbery with aggravating circumstances,2007,5
NC,Delportshoop,Robbery with aggravating circumstances,2008,6
NC,Delportshoop,Robbery with aggravating circumstances,2009,7
NC,Delportshoop,Robbery with aggravating circumstances,2010,12
NC,Delportshoop,Robbery with aggravating circumstances,2011,7
NC,Delportshoop,Robbery with aggravating circumstances,2012,5
NC,Delportshoop,Robbery with aggravating circumstances,2013,8
NC,Delportshoop,Robbery with aggravating circumstances,2014,13
NC,Delportshoop,Shoplifting,2005,6
NC,Delportshoop,Shoplifting,2006,3
NC,Delportshoop,Shoplifting,2007,2
NC,Delportshoop,Shoplifting,2008,0
NC,Delportshoop,Shoplifting,2009,1
NC,Delportshoop,Shoplifting,2010,2
NC,Delportshoop,Shoplifting,2011,0
NC,Delportshoop,Shoplifting,2012,0
NC,Delportshoop,Shoplifting,2013,2
NC,Delportshoop,Shoplifting,2014,0
NC,Delportshoop,Stock-theft,2005,34
NC,Delportshoop,Stock-theft,2006,19
NC,Delportshoop,Stock-theft,2007,26
NC,Delportshoop,Stock-theft,2008,23
NC,Delportshoop,Stock-theft,2009,28
NC,Delportshoop,Stock-theft,2010,38
NC,Delportshoop,Stock-theft,2011,31
NC,Delportshoop,Stock-theft,2012,19
NC,Delportshoop,Stock-theft,2013,10
NC,Delportshoop,Stock-theft,2014,20
NC,Delportshoop,Theft of motor vehicle and motorcycle,2005,3
NC,Delportshoop,Theft of motor vehicle and motorcycle,2006,2
NC,Delportshoop,Theft of motor vehicle and motorcycle,2007,2
NC,Delportshoop,Theft of motor vehicle and motorcycle,2008,3
NC,Delportshoop,Theft of motor vehicle and motorcycle,2009,0
NC,Delportshoop,Theft of motor vehicle and motorcycle,2010,2
NC,Delportshoop,Theft of motor vehicle and motorcycle,2011,1
NC,Delportshoop,Theft of motor vehicle and motorcycle,2012,1
NC,Delportshoop,Theft of motor vehicle and motorcycle,2013,0
NC,Delportshoop,Theft of motor vehicle and motorcycle,2014,3
NC,Delportshoop,Theft out of or from motor vehicle,2005,19
NC,Delportshoop,Theft out of or from motor vehicle,2006,5
NC,Delportshoop,Theft out of or from motor vehicle,2007,5
NC,Delportshoop,Theft out of or from motor vehicle,2008,6
NC,Delportshoop,Theft out of or from motor vehicle,2009,5
NC,Delportshoop,Theft out of or from motor vehicle,2010,5
NC,Delportshoop,Theft out of or from motor vehicle,2011,2
NC,Delportshoop,Theft out of or from motor vehicle,2012,6
NC,Delportshoop,Theft out of or from motor vehicle,2013,7
NC,Delportshoop,Theft out of or from motor vehicle,2014,4
NC,Delportshoop,Total Sexual Crimes,2005,20
NC,Delportshoop,Total Sexual Crimes,2006,28
NC,Delportshoop,Total Sexual Crimes,2007,19
NC,Delportshoop,Total Sexual Crimes,2008,17
NC,Delportshoop,Total Sexual Crimes,2009,10
NC,Delportshoop,Total Sexual Crimes,2010,16
NC,Delportshoop,Total Sexual Crimes,2011,19
NC,Delportshoop,Total Sexual Crimes,2012,22
NC,Delportshoop,Total Sexual Crimes,2013,15
NC,Delportshoop,Total Sexual Crimes,2014,15
NC,Delportshoop,Truck hijacking,2005,0
NC,Delportshoop,Truck hijacking,2006,0
NC,Delportshoop,Truck hijacking,2007,0
NC,Delportshoop,Truck hijacking,2008,0
NC,Delportshoop,Truck hijacking,2009,0
NC,Delportshoop,Truck hijacking,2010,0
NC,Delportshoop,Truck hijacking,2011,0
NC,Delportshoop,Truck hijacking,2012,0
NC,Delportshoop,Truck hijacking,2013,0
NC,Delportshoop,Truck hijacking,2014,0
NC,Delportshoop,Unlawful possession of firearms and ammunition,2005,1
NC,Delportshoop,Unlawful possession of firearms and ammunition,2006,2
NC,Delportshoop,Unlawful possession of firearms and ammunition,2007,3
NC,Delportshoop,Unlawful possession of firearms and ammunition,2008,1
NC,Delportshoop,Unlawful possession of firearms and ammunition,2009,1
NC,Delportshoop,Unlawful possession of firearms and ammunition,2010,0
NC,Delportshoop,Unlawful possession of firearms and ammunition,2011,0
NC,Delportshoop,Unlawful possession of firearms and ammunition,2012,0
NC,Delportshoop,Unlawful possession of firearms and ammunition,2013,1
NC,Delportshoop,Unlawful possession of firearms and ammunition,2014,2
NC,Dingleton,All theft not mentioned elsewhere,2005,48
NC,Dingleton,All theft not mentioned elsewhere,2006,32
NC,Dingleton,All theft not mentioned elsewhere,2007,34
NC,Dingleton,All theft not mentioned elsewhere,2008,45
NC,Dingleton,All theft not mentioned elsewhere,2009,54
NC,Dingleton,All theft not mentioned elsewhere,2010,21
NC,Dingleton,All theft not mentioned elsewhere,2011,31
NC,Dingleton,All theft not mentioned elsewhere,2012,23
NC,Dingleton,All theft not mentioned elsewhere,2013,30
NC,Dingleton,All theft not mentioned elsewhere,2014,34
NC,Dingleton,Arson,2005,0
NC,Dingleton,Arson,2006,1
NC,Dingleton,Arson,2007,0
NC,Dingleton,Arson,2008,0
NC,Dingleton,Arson,2009,1
NC,Dingleton,Arson,2010,0
NC,Dingleton,Arson,2011,0
NC,Dingleton,Arson,2012,1
NC,Dingleton,Arson,2013,0
NC,Dingleton,Arson,2014,0
NC,Dingleton,Assault with the intent to inflict grievous bodily harm,2005,45
NC,Dingleton,Assault with the intent to inflict grievous bodily harm,2006,36
NC,Dingleton,Assault with the intent to inflict grievous bodily harm,2007,44
NC,Dingleton,Assault with the intent to inflict grievous bodily harm,2008,44
NC,Dingleton,Assault with the intent to inflict grievous bodily harm,2009,50
NC,Dingleton,Assault with the intent to inflict grievous bodily harm,2010,39
NC,Dingleton,Assault with the intent to inflict grievous bodily harm,2011,25
NC,Dingleton,Assault with the intent to inflict grievous bodily harm,2012,23
NC,Dingleton,Assault with the intent to inflict grievous bodily harm,2013,19
NC,Dingleton,Assault with the intent to inflict grievous bodily harm,2014,23
NC,Dingleton,Attempted murder,2005,10
NC,Dingleton,Attempted murder,2006,3
NC,Dingleton,Attempted murder,2007,4
NC,Dingleton,Attempted murder,2008,2
NC,Dingleton,Attempted murder,2009,1
NC,Dingleton,Attempted murder,2010,3
NC,Dingleton,Attempted murder,2011,2
NC,Dingleton,Attempted murder,2012,2
NC,Dingleton,Attempted murder,2013,1
NC,Dingleton,Attempted murder,2014,1
NC,Dingleton,Burglary at non-residential premises,2005,9
NC,Dingleton,Burglary at non-residential premises,2006,11
NC,Dingleton,Burglary at non-residential premises,2007,9
NC,Dingleton,Burglary at non-residential premises,2008,7
NC,Dingleton,Burglary at non-residential premises,2009,10
NC,Dingleton,Burglary at non-residential premises,2010,14
NC,Dingleton,Burglary at non-residential premises,2011,7
NC,Dingleton,Burglary at non-residential premises,2012,23
NC,Dingleton,Burglary at non-residential premises,2013,22
NC,Dingleton,Burglary at non-residential premises,2014,14
NC,Dingleton,Burglary at residential premises,2005,22
NC,Dingleton,Burglary at residential premises,2006,32
NC,Dingleton,Burglary at residential premises,2007,24
NC,Dingleton,Burglary at residential premises,2008,24
NC,Dingleton,Burglary at residential premises,2009,26
NC,Dingleton,Burglary at residential premises,2010,4
NC,Dingleton,Burglary at residential premises,2011,9
NC,Dingleton,Burglary at residential premises,2012,4
NC,Dingleton,Burglary at residential premises,2013,6
NC,Dingleton,Burglary at residential premises,2014,6
NC,Dingleton,Carjacking,2005,0
NC,Dingleton,Carjacking,2006,0
NC,Dingleton,Carjacking,2007,0
NC,Dingleton,Carjacking,2008,0
NC,Dingleton,Carjacking,2009,0
NC,Dingleton,Carjacking,2010,0
NC,Dingleton,Carjacking,2011,0
NC,Dingleton,Carjacking,2012,0
NC,Dingleton,Carjacking,2013,0
NC,Dingleton,Carjacking,2014,0
NC,Dingleton,Commercial crime,2005,1
NC,Dingleton,Commercial crime,2006,2
NC,Dingleton,Commercial crime,2007,1
NC,Dingleton,Commercial crime,2008,0
NC,Dingleton,Commercial crime,2009,1
NC,Dingleton,Commercial crime,2010,0
NC,Dingleton,Commercial crime,2011,2
NC,Dingleton,Commercial crime,2012,2
NC,Dingleton,Commercial crime,2013,1
NC,Dingleton,Commercial crime,2014,0
NC,Dingleton,Common assault,2005,41
NC,Dingleton,Common assault,2006,41
NC,Dingleton,Common assault,2007,45
NC,Dingleton,Common assault,2008,23
NC,Dingleton,Common assault,2009,14
NC,Dingleton,Common assault,2010,14
NC,Dingleton,Common assault,2011,10
NC,Dingleton,Common assault,2012,8
NC,Dingleton,Common assault,2013,4
NC,Dingleton,Common assault,2014,18
NC,Dingleton,Common robbery,2005,8
NC,Dingleton,Common robbery,2006,2
NC,Dingleton,Common robbery,2007,5
NC,Dingleton,Common robbery,2008,2
NC,Dingleton,Common robbery,2009,3
NC,Dingleton,Common robbery,2010,1
NC,Dingleton,Common robbery,2011,3
NC,Dingleton,Common robbery,2012,2
NC,Dingleton,Common robbery,2013,0
NC,Dingleton,Common robbery,2014,2
NC,Dingleton,Crimen injuria,2005,31
NC,Dingleton,Crimen injuria,2006,24
NC,Dingleton,Crimen injuria,2007,23
NC,Dingleton,Crimen injuria,2008,10
NC,Dingleton,Crimen injuria,2009,9
NC,Dingleton,Crimen injuria,2010,5
NC,Dingleton,Crimen injuria,2011,3
NC,Dingleton,Crimen injuria,2012,2
NC,Dingleton,Crimen injuria,2013,0
NC,Dingleton,Crimen injuria,2014,0
NC,Dingleton,Culpable homicide,2005,4
NC,Dingleton,Culpable homicide,2006,5
NC,Dingleton,Culpable homicide,2007,3
NC,Dingleton,Culpable homicide,2008,1
NC,Dingleton,Culpable homicide,2009,3
NC,Dingleton,Culpable homicide,2010,2
NC,Dingleton,Culpable homicide,2011,3
NC,Dingleton,Culpable homicide,2012,0
NC,Dingleton,Culpable homicide,2013,8
NC,Dingleton,Culpable homicide,2014,5
NC,Dingleton,Driving under the influence of alcohol or drugs,2005,6
NC,Dingleton,Driving under the influence of alcohol or drugs,2006,6
NC,Dingleton,Driving under the influence of alcohol or drugs,2007,5
NC,Dingleton,Driving under the influence of alcohol or drugs,2008,5
NC,Dingleton,Driving under the influence of alcohol or drugs,2009,9
NC,Dingleton,Driving under the influence of alcohol or drugs,2010,4
NC,Dingleton,Driving under the influence of alcohol or drugs,2011,1
NC,Dingleton,Driving under the influence of alcohol or drugs,2012,4
NC,Dingleton,Driving under the influence of alcohol or drugs,2013,3
NC,Dingleton,Driving under the influence of alcohol or drugs,2014,1
NC,Dingleton,Drug-related crime,2005,0
NC,Dingleton,Drug-related crime,2006,1
NC,Dingleton,Drug-related crime,2007,2
NC,Dingleton,Drug-related crime,2008,6
NC,Dingleton,Drug-related crime,2009,7
NC,Dingleton,Drug-related crime,2010,6
NC,Dingleton,Drug-related crime,2011,0
NC,Dingleton,Drug-related crime,2012,1
NC,Dingleton,Drug-related crime,2013,2
NC,Dingleton,Drug-related crime,2014,1
NC,Dingleton,Kidnapping,2005,0
NC,Dingleton,Kidnapping,2006,0
NC,Dingleton,Kidnapping,2007,0
NC,Dingleton,Kidnapping,2008,0
NC,Dingleton,Kidnapping,2009,0
NC,Dingleton,Kidnapping,2010,0
NC,Dingleton,Kidnapping,2011,0
NC,Dingleton,Kidnapping,2012,0
NC,Dingleton,Kidnapping,2013,0
NC,Dingleton,Kidnapping,2014,0
NC,Dingleton,Malicious injury to property,2005,13
NC,Dingleton,Malicious injury to property,2006,13
NC,Dingleton,Malicious injury to property,2007,24
NC,Dingleton,Malicious injury to property,2008,21
NC,Dingleton,Malicious injury to property,2009,12
NC,Dingleton,Malicious injury to property,2010,5
NC,Dingleton,Malicious injury to property,2011,11
NC,Dingleton,Malicious injury to property,2012,6
NC,Dingleton,Malicious injury to property,2013,13
NC,Dingleton,Malicious injury to property,2014,8
NC,Dingleton,Murder,2005,0
NC,Dingleton,Murder,2006,1
NC,Dingleton,Murder,2007,1
NC,Dingleton,Murder,2008,2
NC,Dingleton,Murder,2009,1
NC,Dingleton,Murder,2010,0
NC,Dingleton,Murder,2011,0
NC,Dingleton,Murder,2012,1
NC,Dingleton,Murder,2013,1
NC,Dingleton,Murder,2014,0
NC,Dingleton,Neglect and ill-treatment of children,2005,0
NC,Dingleton,Neglect and ill-treatment of children,2006,4
NC,Dingleton,Neglect and ill-treatment of children,2007,3
NC,Dingleton,Neglect and ill-treatment of children,2008,0
NC,Dingleton,Neglect and ill-treatment of children,2009,2
NC,Dingleton,Neglect and ill-treatment of children,2010,0
NC,Dingleton,Neglect and ill-treatment of children,2011,0
NC,Dingleton,Neglect and ill-treatment of children,2012,0
NC,Dingleton,Neglect and ill-treatment of children,2013,0
NC,Dingleton,Neglect and ill-treatment of children,2014,0
NC,Dingleton,Public violence,2005,0
NC,Dingleton,Public violence,2006,0
NC,Dingleton,Public violence,2007,1
NC,Dingleton,Public violence,2008,1
NC,Dingleton,Public violence,2009,0
NC,Dingleton,Public violence,2010,0
NC,Dingleton,Public violence,2011,0
NC,Dingleton,Public violence,2012,0
NC,Dingleton,Public violence,2013,0
NC,Dingleton,Public violence,2014,1
NC,Dingleton,Robbery at non-residential premises,2005,0
NC,Dingleton,Robbery at non-residential premises,2006,0
NC,Dingleton,Robbery at non-residential premises,2007,0
NC,Dingleton,Robbery at non-residential premises,2008,0
NC,Dingleton,Robbery at non-residential premises,2009,0
NC,Dingleton,Robbery at non-residential premises,2010,1
NC,Dingleton,Robbery at non-residential premises,2011,0
NC,Dingleton,Robbery at non-residential premises,2012,0
NC,Dingleton,Robbery at non-residential premises,2013,1
NC,Dingleton,Robbery at non-residential premises,2014,2
NC,Dingleton,Robbery at residential premises,2005,0
NC,Dingleton,Robbery at residential premises,2006,0
NC,Dingleton,Robbery at residential premises,2007,0
NC,Dingleton,Robbery at residential premises,2008,0
NC,Dingleton,Robbery at residential premises,2009,0
NC,Dingleton,Robbery at residential premises,2010,0
NC,Dingleton,Robbery at residential premises,2011,0
NC,Dingleton,Robbery at residential premises,2012,0
NC,Dingleton,Robbery at residential premises,2013,0
NC,Dingleton,Robbery at residential premises,2014,0
NC,Dingleton,Robbery with aggravating circumstances,2005,0
NC,Dingleton,Robbery with aggravating circumstances,2006,5
NC,Dingleton,Robbery with aggravating circumstances,2007,0
NC,Dingleton,Robbery with aggravating circumstances,2008,2
NC,Dingleton,Robbery with aggravating circumstances,2009,1
NC,Dingleton,Robbery with aggravating circumstances,2010,2
NC,Dingleton,Robbery with aggravating circumstances,2011,0
NC,Dingleton,Robbery with aggravating circumstances,2012,0
NC,Dingleton,Robbery with aggravating circumstances,2013,1
NC,Dingleton,Robbery with aggravating circumstances,2014,2
NC,Dingleton,Shoplifting,2005,2
NC,Dingleton,Shoplifting,2006,1
NC,Dingleton,Shoplifting,2007,1
NC,Dingleton,Shoplifting,2008,2
NC,Dingleton,Shoplifting,2009,1
NC,Dingleton,Shoplifting,2010,0
NC,Dingleton,Shoplifting,2011,0
NC,Dingleton,Shoplifting,2012,0
NC,Dingleton,Shoplifting,2013,0
NC,Dingleton,Shoplifting,2014,0
NC,Dingleton,Stock-theft,2005,22
NC,Dingleton,Stock-theft,2006,10
NC,Dingleton,Stock-theft,2007,6
NC,Dingleton,Stock-theft,2008,4
NC,Dingleton,Stock-theft,2009,6
NC,Dingleton,Stock-theft,2010,6
NC,Dingleton,Stock-theft,2011,0
NC,Dingleton,Stock-theft,2012,2
NC,Dingleton,Stock-theft,2013,2
NC,Dingleton,Stock-theft,2014,5
NC,Dingleton,Theft of motor vehicle and motorcycle,2005,3
NC,Dingleton,Theft of motor vehicle and motorcycle,2006,1
NC,Dingleton,Theft of motor vehicle and motorcycle,2007,0
NC,Dingleton,Theft of motor vehicle and motorcycle,2008,1
NC,Dingleton,Theft of motor vehicle and motorcycle,2009,2
NC,Dingleton,Theft of motor vehicle and motorcycle,2010,0
NC,Dingleton,Theft of motor vehicle and motorcycle,2011,0
NC,Dingleton,Theft of motor vehicle and motorcycle,2012,1
NC,Dingleton,Theft of motor vehicle and motorcycle,2013,1
NC,Dingleton,Theft of motor vehicle and motorcycle,2014,0
NC,Dingleton,Theft out of or from motor vehicle,2005,6
NC,Dingleton,Theft out of or from motor vehicle,2006,7
NC,Dingleton,Theft out of or from motor vehicle,2007,7
NC,Dingleton,Theft out of or from motor vehicle,2008,9
NC,Dingleton,Theft out of or from motor vehicle,2009,8
NC,Dingleton,Theft out of or from motor vehicle,2010,2
NC,Dingleton,Theft out of or from motor vehicle,2011,5
NC,Dingleton,Theft out of or from motor vehicle,2012,5
NC,Dingleton,Theft out of or from motor vehicle,2013,4
NC,Dingleton,Theft out of or from motor vehicle,2014,4
NC,Dingleton,Total Sexual Crimes,2005,9
NC,Dingleton,Total Sexual Crimes,2006,5
NC,Dingleton,Total Sexual Crimes,2007,6
NC,Dingleton,Total Sexual Crimes,2008,8
NC,Dingleton,Total Sexual Crimes,2009,7
NC,Dingleton,Total Sexual Crimes,2010,4
NC,Dingleton,Total Sexual Crimes,2011,10
NC,Dingleton,Total Sexual Crimes,2012,4
NC,Dingleton,Total Sexual Crimes,2013,7
NC,Dingleton,Total Sexual Crimes,2014,4
NC,Dingleton,Truck hijacking,2005,0
NC,Dingleton,Truck hijacking,2006,0
NC,Dingleton,Truck hijacking,2007,0
NC,Dingleton,Truck hijacking,2008,0
NC,Dingleton,Truck hijacking,2009,0
NC,Dingleton,Truck hijacking,2010,0
NC,Dingleton,Truck hijacking,2011,0
NC,Dingleton,Truck hijacking,2012,0
NC,Dingleton,Truck hijacking,2013,0
NC,Dingleton,Truck hijacking,2014,0
NC,Dingleton,Unlawful possession of firearms and ammunition,2005,1
NC,Dingleton,Unlawful possession of firearms and ammunition,2006,0
NC,Dingleton,Unlawful possession of firearms and ammunition,2007,0
NC,Dingleton,Unlawful possession of firearms and ammunition,2008,1
NC,Dingleton,Unlawful possession of firearms and ammunition,2009,0
NC,Dingleton,Unlawful possession of firearms and ammunition,2010,0
NC,Dingleton,Unlawful possession of firearms and ammunition,2011,0
NC,Dingleton,Unlawful possession of firearms and ammunition,2012,0
NC,Dingleton,Unlawful possession of firearms and ammunition,2013,0
NC,Dingleton,Unlawful possession of firearms and ammunition,2014,1
NC,Douglas,All theft not mentioned elsewhere,2005,308
NC,Douglas,All theft not mentioned elsewhere,2006,193
NC,Douglas,All theft not mentioned elsewhere,2007,199
NC,Douglas,All theft not mentioned elsewhere,2008,145
NC,Douglas,All theft not mentioned elsewhere,2009,154
NC,Douglas,All theft not mentioned elsewhere,2010,149
NC,Douglas,All theft not mentioned elsewhere,2011,169
NC,Douglas,All theft not mentioned elsewhere,2012,153
NC,Douglas,All theft not mentioned elsewhere,2013,141
NC,Douglas,All theft not mentioned elsewhere,2014,149
NC,Douglas,Arson,2005,2
NC,Douglas,Arson,2006,0
NC,Douglas,Arson,2007,1
NC,Douglas,Arson,2008,0
NC,Douglas,Arson,2009,1
NC,Douglas,Arson,2010,3
NC,Douglas,Arson,2011,4
NC,Douglas,Arson,2012,7
NC,Douglas,Arson,2013,3
NC,Douglas,Arson,2014,3
NC,Douglas,Assault with the intent to inflict grievous bodily harm,2005,333
NC,Douglas,Assault with the intent to inflict grievous bodily harm,2006,288
NC,Douglas,Assault with the intent to inflict grievous bodily harm,2007,287
NC,Douglas,Assault with the intent to inflict grievous bodily harm,2008,263
NC,Douglas,Assault with the intent to inflict grievous bodily harm,2009,297
NC,Douglas,Assault with the intent to inflict grievous bodily harm,2010,272
NC,Douglas,Assault with the intent to inflict grievous bodily harm,2011,268
NC,Douglas,Assault with the intent to inflict grievous bodily harm,2012,239
NC,Douglas,Assault with the intent to inflict grievous bodily harm,2013,209
NC,Douglas,Assault with the intent to inflict grievous bodily harm,2014,206
NC,Douglas,Attempted murder,2005,65
NC,Douglas,Attempted murder,2006,59
NC,Douglas,Attempted murder,2007,53
NC,Douglas,Attempted murder,2008,38
NC,Douglas,Attempted murder,2009,21
NC,Douglas,Attempted murder,2010,24
NC,Douglas,Attempted murder,2011,20
NC,Douglas,Attempted murder,2012,7
NC,Douglas,Attempted murder,2013,5
NC,Douglas,Attempted murder,2014,13
NC,Douglas,Burglary at non-residential premises,2005,56
NC,Douglas,Burglary at non-residential premises,2006,42
NC,Douglas,Burglary at non-residential premises,2007,25
NC,Douglas,Burglary at non-residential premises,2008,37
NC,Douglas,Burglary at non-residential premises,2009,39
NC,Douglas,Burglary at non-residential premises,2010,39
NC,Douglas,Burglary at non-residential premises,2011,46
NC,Douglas,Burglary at non-residential premises,2012,30
NC,Douglas,Burglary at non-residential premises,2013,49
NC,Douglas,Burglary at non-residential premises,2014,54
NC,Douglas,Burglary at residential premises,2005,247
NC,Douglas,Burglary at residential premises,2006,155
NC,Douglas,Burglary at residential premises,2007,106
NC,Douglas,Burglary at residential premises,2008,99
NC,Douglas,Burglary at residential premises,2009,102
NC,Douglas,Burglary at residential premises,2010,124
NC,Douglas,Burglary at residential premises,2011,135
NC,Douglas,Burglary at residential premises,2012,111
NC,Douglas,Burglary at residential premises,2013,136
NC,Douglas,Burglary at residential premises,2014,110
NC,Douglas,Carjacking,2005,0
NC,Douglas,Carjacking,2006,0
NC,Douglas,Carjacking,2007,0
NC,Douglas,Carjacking,2008,0
NC,Douglas,Carjacking,2009,0
NC,Douglas,Carjacking,2010,1
NC,Douglas,Carjacking,2011,0
NC,Douglas,Carjacking,2012,0
NC,Douglas,Carjacking,2013,0
NC,Douglas,Carjacking,2014,0
NC,Douglas,Commercial crime,2005,19
NC,Douglas,Commercial crime,2006,12
NC,Douglas,Commercial crime,2007,11
NC,Douglas,Commercial crime,2008,12
NC,Douglas,Commercial crime,2009,10
NC,Douglas,Commercial crime,2010,21
NC,Douglas,Commercial crime,2011,14
NC,Douglas,Commercial crime,2012,17
NC,Douglas,Commercial crime,2013,6
NC,Douglas,Commercial crime,2014,5
NC,Douglas,Common assault,2005,111
NC,Douglas,Common assault,2006,99
NC,Douglas,Common assault,2007,101
NC,Douglas,Common assault,2008,86
NC,Douglas,Common assault,2009,96
NC,Douglas,Common assault,2010,57
NC,Douglas,Common assault,2011,61
NC,Douglas,Common assault,2012,65
NC,Douglas,Common assault,2013,78
NC,Douglas,Common assault,2014,53
NC,Douglas,Common robbery,2005,55
NC,Douglas,Common robbery,2006,45
NC,Douglas,Common robbery,2007,28
NC,Douglas,Common robbery,2008,22
NC,Douglas,Common robbery,2009,22
NC,Douglas,Common robbery,2010,18
NC,Douglas,Common robbery,2011,29
NC,Douglas,Common robbery,2012,16
NC,Douglas,Common robbery,2013,23
NC,Douglas,Common robbery,2014,21
NC,Douglas,Crimen injuria,2005,12
NC,Douglas,Crimen injuria,2006,5
NC,Douglas,Crimen injuria,2007,11
NC,Douglas,Crimen injuria,2008,4
NC,Douglas,Crimen injuria,2009,3
NC,Douglas,Crimen injuria,2010,5
NC,Douglas,Crimen injuria,2011,6
NC,Douglas,Crimen injuria,2012,12
NC,Douglas,Crimen injuria,2013,4
NC,Douglas,Crimen injuria,2014,4
NC,Douglas,Culpable homicide,2005,2
NC,Douglas,Culpable homicide,2006,4
NC,Douglas,Culpable homicide,2007,4
NC,Douglas,Culpable homicide,2008,3
NC,Douglas,Culpable homicide,2009,6
NC,Douglas,Culpable homicide,2010,3
NC,Douglas,Culpable homicide,2011,4
NC,Douglas,Culpable homicide,2012,4
NC,Douglas,Culpable homicide,2013,2
NC,Douglas,Culpable homicide,2014,4
NC,Douglas,Driving under the influence of alcohol or drugs,2005,18
NC,Douglas,Driving under the influence of alcohol or drugs,2006,13
NC,Douglas,Driving under the influence of alcohol or drugs,2007,7
NC,Douglas,Driving under the influence of alcohol or drugs,2008,9
NC,Douglas,Driving under the influence of alcohol or drugs,2009,18
NC,Douglas,Driving under the influence of alcohol or drugs,2010,20
NC,Douglas,Driving under the influence of alcohol or drugs,2011,26
NC,Douglas,Driving under the influence of alcohol or drugs,2012,21
NC,Douglas,Driving under the influence of alcohol or drugs,2013,14
NC,Douglas,Driving under the influence of alcohol or drugs,2014,15
NC,Douglas,Drug-related crime,2005,25
NC,Douglas,Drug-related crime,2006,25
NC,Douglas,Drug-related crime,2007,19
NC,Douglas,Drug-related crime,2008,18
NC,Douglas,Drug-related crime,2009,27
NC,Douglas,Drug-related crime,2010,48
NC,Douglas,Drug-related crime,2011,62
NC,Douglas,Drug-related crime,2012,115
NC,Douglas,Drug-related crime,2013,225
NC,Douglas,Drug-related crime,2014,237
NC,Douglas,Kidnapping,2005,2
NC,Douglas,Kidnapping,2006,0
NC,Douglas,Kidnapping,2007,1
NC,Douglas,Kidnapping,2008,1
NC,Douglas,Kidnapping,2009,1
NC,Douglas,Kidnapping,2010,0
NC,Douglas,Kidnapping,2011,1
NC,Douglas,Kidnapping,2012,4
NC,Douglas,Kidnapping,2013,0
NC,Douglas,Kidnapping,2014,0
NC,Douglas,Malicious injury to property,2005,87
NC,Douglas,Malicious injury to property,2006,83
NC,Douglas,Malicious injury to property,2007,77
NC,Douglas,Malicious injury to property,2008,62
NC,Douglas,Malicious injury to property,2009,80
NC,Douglas,Malicious injury to property,2010,68
NC,Douglas,Malicious injury to property,2011,70
NC,Douglas,Malicious injury to property,2012,58
NC,Douglas,Malicious injury to property,2013,50
NC,Douglas,Malicious injury to property,2014,68
NC,Douglas,Murder,2005,16
NC,Douglas,Murder,2006,20
NC,Douglas,Murder,2007,11
NC,Douglas,Murder,2008,18
NC,Douglas,Murder,2009,5
NC,Douglas,Murder,2010,10
NC,Douglas,Murder,2011,6
NC,Douglas,Murder,2012,11
NC,Douglas,Murder,2013,14
NC,Douglas,Murder,2014,10
NC,Douglas,Neglect and ill-treatment of children,2005,7
NC,Douglas,Neglect and ill-treatment of children,2006,7
NC,Douglas,Neglect and ill-treatment of children,2007,5
NC,Douglas,Neglect and ill-treatment of children,2008,2
NC,Douglas,Neglect and ill-treatment of children,2009,3
NC,Douglas,Neglect and ill-treatment of children,2010,1
NC,Douglas,Neglect and ill-treatment of children,2011,1
NC,Douglas,Neglect and ill-treatment of children,2012,1
NC,Douglas,Neglect and ill-treatment of children,2013,2
NC,Douglas,Neglect and ill-treatment of children,2014,0
NC,Douglas,Public violence,2005,1
NC,Douglas,Public violence,2006,0
NC,Douglas,Public violence,2007,0
NC,Douglas,Public violence,2008,0
NC,Douglas,Public violence,2009,0
NC,Douglas,Public violence,2010,0
NC,Douglas,Public violence,2011,1
NC,Douglas,Public violence,2012,0
NC,Douglas,Public violence,2013,0
NC,Douglas,Public violence,2014,2
NC,Douglas,Robbery at non-residential premises,2005,0
NC,Douglas,Robbery at non-residential premises,2006,0
NC,Douglas,Robbery at non-residential premises,2007,0
NC,Douglas,Robbery at non-residential premises,2008,0
